"Time","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","Amount","Class"
156658,-1.34992148351525,2.34792420413574,-2.19810972582235,-0.0279591841477205,0.0727185714927368,1.04167887995965,-2.95812332674746,-7.50202393152374,-0.596541256820644,-2.85410434617727,-1.44083195151374,1.63211078504658,0.471087835792601,-0.350598458722513,-2.2052665216964,0.167955481345494,1.55257527799712,-0.110072174095989,-0.641891714279817,1.66005316596428,-3.63705802541172,1.87783937259566,0.622814535558635,0.556794548782557,-0.565463735574882,0.488046682602743,-0.189331189852418,0.0754699462976403,13,0
35668,0.806405454580647,-0.770100160860417,0.528282660214455,0.296577227097597,-0.906951881355273,-0.218628051027084,-0.20421123567984,0.0435344761103385,0.245886303189953,-0.0978744552723582,1.09913162972151,0.729565859357466,0.00103586151629282,0.306573752791871,0.742710246257339,0.876898230256791,-0.850225748563716,0.488684852973073,0.154751866206482,0.372675346131238,0.0621501404647379,-0.344276315806564,-0.137701837771785,0.0437000512974641,0.0420812051033813,0.427020511020378,-0.0698835548793304,0.0459266131335729,219.99,0
136929,-0.6820300469572,3.43624918986162,-3.22711388665023,5.33912128147806,0.52738643206065,-0.932991163021895,-0.0084992238188306,1.1654277609883,-2.00985339255066,0.0508561898707677,-0.243958765934533,-1.21531548893957,-0.646334518584,-3.24334882091298,0.323081298851053,1.09154858978904,4.46849607888427,1.65843753479345,0.347341664962091,0.165946044928736,-0.209066597556674,-0.522916270728781,0.148150205679149,-0.429528210120984,-0.0793245285470902,0.429592946397767,0.107317532125293,-0.0643689400956311,15.17,0
137694,1.93002352385439,-0.342297548317408,-0.763038374238847,0.202205130894661,-0.458362179480645,-0.995338300254296,-0.0115980473194533,-0.21740023971592,1.26619886565125,-0.384868313765164,-0.81735420895437,0.680754121456715,-0.0535857635976809,0.174484888119047,0.329789557132524,-0.280810663938033,-0.318501988680237,-0.622763321806158,0.405482262925582,-0.157861480092248,-0.435189921655048,-1.19476338990331,0.413625425515268,-0.105206956873325,-0.40197624613504,-1.08959566069068,0.0242299206825659,-0.0265891799967283,51.79,0
146754,-0.00445893231987613,0.794131812817737,-0.741672498173367,-0.950193773845585,1.84627831156319,1.27396634551357,0.64201339701041,0.490136217671542,-0.289008407513926,-0.804888724448117,1.12085733535799,0.661817150040774,0.058603704261222,-0.788380144439293,-0.139816453540229,-0.172927020738455,0.72016419593767,-0.876574715200273,-0.784435005467659,-0.0208511424523702,-0.242061339305883,-0.488516980392649,0.111714872218468,-1.04679331307315,-0.579832840884286,0.22349916822096,0.265105118375949,0.05842285898019,9.99,0
72612,-0.976643537065486,1.1668315272373,0.413995497031347,-0.255641068157103,-1.07285393067304,-1.35711278798348,-0.110369819599757,0.618659834908234,0.271470086320734,-1.31692324538239,-0.636922361206867,0.0137945978325837,-1.42294939508739,1.23046377673573,1.46352956477445,-1.66835288345741,1.31324339645387,0.214400496581056,2.51232722566173,-0.186827126403119,0.193290840515471,0.454885440428732,-0.19896150924441,0.729592711049355,0.192595087064751,-0.363455602795546,-0.218534686649748,-0.0135169801865922,1,0
52321,0.0686622669836492,1.24196244665457,-0.581811860152183,0.235142824664118,0.512704405923938,-0.102507610605024,-0.633508877709654,-2.66011829698901,-0.834110524144728,-1.31636220932615,0.868817939735277,0.0244808858455972,-1.03199594579247,-0.552749913737698,0.190959767975548,1.18046426299894,0.625084899935644,1.18818150723749,-0.00594817909118869,0.595164517609768,-1.39190787680202,-0.0370023218549874,-0.1596852340452,-0.640053788467768,0.693996225069375,0.387699237028732,0.0603883841576431,0.268200447173695,0.76,0
85759,-3.66126269720325,-0.58555375320058,0.643050658712258,2.1768020875448,-0.594238607184862,1.86676105463676,-1.04893097543009,1.77065800303467,0.270125150147478,-1.00800023079555,-0.397669900366974,1.91124459948035,0.723455241249445,-0.0218747571082908,-0.582886398114659,-2.23685797383111,2.56105874014359,-2.65384659474297,0.0641347083394205,-0.870718126245605,-0.169737389180265,0.101979577640528,0.775879275902608,-0.584473683456602,-0.464559701706956,-0.385440626136796,-0.439526473247026,-0.162895550229637,24.99,0
165575,-0.487328876369028,0.790625009613401,1.7378957895921,-0.600526562477482,0.376354526219152,0.177345850820883,0.566032661500217,-0.0276533628654057,0.576057225215584,-0.539750307620027,-1.77737634902156,-0.980202421146944,-0.825444109572719,-0.0808838074919066,1.53147620179688,0.0978777702504457,-0.75716091344623,0.701160451064177,1.11049754517365,0.194604900474459,-0.293357648957333,-0.54045871575038,-0.439736006894375,-1.07699681228761,0.452704105863386,-0.605664439581636,0.184834358961637,-0.0916979932031966,1,0
133750,-0.69411347141401,0.974833014727493,0.781565316115805,-1.16458695926865,0.652746424461339,-0.803766804969621,1.07620519693606,-0.0583191514840843,-0.387230232903797,-0.452234297690977,0.806974376457147,0.731247302851166,-0.331436402336545,0.314266849027174,-1.32615401165457,0.169024075328881,-0.734555781646156,-0.395152638702377,-0.335457457973557,-0.0891102726369832,-0.185345709150254,-0.488727592312986,-0.093965865307953,0.00800332054437691,-0.27772581801077,0.0710026249033171,0.159689182275805,0.182493570199904,1.88,0
22278,1.1854777028727,-0.349047741988633,1.00396173302044,-0.558501042474082,-0.996560217378399,-0.313915246975424,-0.75685912864916,0.045545575759945,3.1641168369537,-1.48740856652405,0.659998005959119,-1.90056146730681,1.16629319310862,1.39919140118386,0.833463161545449,-0.743379836992918,0.889893776381179,0.0652013754947016,-0.00632497526619701,-0.205244179247274,-0.133402527268405,0.102803085727307,0.00104868167794618,0.0262536370383608,0.386216452167929,-0.695253015068112,0.0786387766370915,0.0264707336649401,11.85,0
35815,1.27510251585012,0.341344503535886,-0.0579933037037424,0.927552151611457,0.179884359458677,-0.467099035376021,0.263070118210493,-0.21928022307297,-0.0570953070114584,-0.00922121438687977,-1.03597436946745,0.247478238176074,0.777652034209679,0.216749341234599,0.913627900694732,0.26590795304541,-0.766623749983878,0.0475878072658109,-0.0635093615874726,-0.0460438437406421,-0.0114016104677552,0.015959044781857,-0.223389867446197,-0.425074438433164,0.815474978890792,-0.280066755098461,0.0139484525815169,0.0158027207047298,19.26,0
136279,-0.0720927011794843,-0.073323879074661,0.609059885104843,0.102510570921034,0.236169904915323,1.16420060288186,1.0031079942021,0.123323454841176,0.245394630889539,-0.274265833052493,-0.146496502919227,-0.0820212639772159,-0.770882825769657,-0.0412952353114107,-0.426967214383668,0.804368307640418,-1.36194691282303,0.837497267430186,-0.194369394144352,0.271408105007253,-0.0519202468988567,-0.359079509018757,0.47580718564092,-0.242969564115466,-0.489714214967626,-1.04417311703658,-0.143111292806583,-0.194724133398154,198,0
38805,-0.81298168642049,-0.364265310537835,2.70855816498275,-1.91067998316452,-1.09174749733094,-0.628723922293022,0.324758320287387,-0.241588929617661,-0.210938953103057,-0.687421515201451,-0.439076728062265,0.500005023518805,1.06368026353625,-0.874368226627729,0.26921156550492,-1.82148106122821,-0.230625667454709,1.52476280898212,-1.18477589985144,-0.171310362914896,-0.13596760874969,0.249129201502382,-0.139072114271459,0.719898288239921,0.490653685444875,-0.56158764010515,-0.0650253817825013,-0.129486726859707,90.96,0
52532,-0.679169457054639,1.23767184358626,1.60247611451573,-0.00779684929551827,-0.228123303345368,-1.09551404553623,0.734340140863809,-0.106747504966771,-0.298766169740965,-0.018044560482961,-0.00100687989898993,0.325591815555569,0.459260183234215,-0.0049787378017125,0.788201195392913,0.061489774242921,-0.311375591606697,-0.534942154496136,-0.141911163285818,0.239767930917845,-0.233214206414552,-0.517932024440565,0.0201223926405821,0.702797815895421,-0.170476719248889,0.054315361625137,0.380960837138319,0.183103213537375,7.13,0
59073,-1.88313747336985,-0.470459413903748,2.35052078778632,0.170288162728772,-0.680269319470853,0.4119436862771,-0.478436905789037,0.878571428121752,0.723478289231152,-1.52182899178076,-1.44856947461485,0.419171006168953,-0.505255617990678,-0.600632548703756,-1.4656245503975,-0.429792198754298,0.581618979351922,-0.535135930528623,-0.553760617038991,0.16722382597847,0.257111461580314,0.544400018660212,-0.113663977268782,0.1611986842272,0.496247272585965,0.634921239293635,-0.0874728423298679,-0.110844742706706,112.9,0
72800,1.04146764927044,0.507347123911063,0.527707264746757,2.78882417959056,-0.00866439600951046,0.340558364093163,-0.182780146972446,0.267074204093973,-0.481553507543917,0.191050311515894,1.38087116105607,0.671707885843226,-0.563420844005559,-1.02911990010871,-1.21951844789686,0.31222185278426,0.837096862383349,-0.0189593102782434,-0.929500592521897,-0.180262399693742,-0.0494571295113613,0.0394261377963303,-0.0551654747826297,0.134680202088882,0.486177806154012,0.0784891148174293,0.0329560315333627,0.0335227465355328,7.56,0
151100,1.72701439010229,-0.510267140603446,-2.22810355672639,-0.118464288335483,1.33278032916234,1.15804316526896,0.300573059553852,0.167586500566147,0.272642750032427,-0.16029795684707,1.07856063955966,1.46052846925963,0.653568859672792,0.697707915224468,0.48053839833149,-1.07661947829655,-0.0536565321940903,-0.95134371518467,-0.505498242329039,0.000690396682539215,0.270974830267777,0.762732794984417,-0.0809153078322696,-0.907366478959899,0.218601973990644,-0.452915687493458,0.0132429872010399,-0.0565802049871899,128.35,0
33326,-0.0282033612275253,-0.481005706439293,1.83221746789532,-1.5838277890765,-1.30723606934161,0.0787237818808392,-1.14209440751551,-0.450550761374487,-0.663582428847923,0.24108657994149,1.3307915536131,-0.879602941045562,-1.92670794875305,0.197992078701728,0.357185098335008,1.69809060656035,0.0507282312498681,-0.683205552894067,-0.710242601747132,-0.190185467075185,1.21529370685475,0.741296224896287,-0.292175551416963,0.215577078869857,0.908586312336449,-0.0795393204732247,0.124336862454747,0.174813627707818,39.99,0
3352,-0.749016144647445,1.12908593882383,0.533418125204877,0.872294777180925,2.6357543715109,-0.602326345191412,-1.33893959275449,-0.685008661983098,-0.610478833845295,-0.296201649928448,-0.991517362094791,-0.907271815580969,-0.397940939011838,-0.80831383412277,2.18025524305376,-0.211177392215921,1.44192361075178,0.446115078899266,1.6275759274691,-0.0860521824748788,0.632140087679701,-0.980442313356717,-3.10941126086214,-1.28169653838259,-0.279016193095349,0.714328285712564,0.233898894798526,0.175285129559883,0.76,0
165595,-0.56439344920559,-0.189356858430252,1.68643473943603,-1.3189254465434,-1.35456219656864,0.280347633499976,-1.19594907282882,0.652707288869762,-0.576814391965293,-0.0826671799912232,-1.98807974507073,-0.648759207639448,0.523775112994262,-0.365864054997081,1.14992496919719,-0.791119228178792,-0.0871737758432198,2.1301401641821,0.280908049699811,-0.323496502489466,-0.0990716709785789,0.116902640164858,-0.0741564193043118,-0.60388993804529,-0.681267613564973,1.47989890821822,-0.00406909572456014,0.0530369433300045,23.51,0
144225,1.93921029064747,-0.665076143260913,-0.482923593468436,-0.664803063528096,-0.891038307185753,-0.99420164347245,-0.434929589524087,-0.262396806180898,1.3269866978346,-0.442209941504166,-0.410466247531251,1.22654633029876,1.70052620691782,-0.35479669253831,1.01379739538979,0.167624126047465,-0.593063628243668,-0.103716250998415,0.0377151729041658,0.0475481989657472,0.230212775819867,0.793204932106719,0.11353146790574,0.163372290183113,-0.309744652693967,0.691370369238861,-0.0384571762573319,-0.0386788966622671,64,0
140334,-0.965125748940558,0.770656458965094,-1.09861540691411,-1.13370725939158,1.63583604293712,-1.40101165757002,1.78956084126432,-0.79496521542797,0.199880621814262,0.419500305770834,-0.85411578605536,-0.227470431139675,-0.156313144243527,0.281791344908226,-0.00234325954903307,-0.693851154861829,-0.622872788420922,-0.409262923594806,-0.0593164796859005,-0.139268908187436,0.106951720254716,0.838348493158609,-0.354421656306484,0.738373217656017,-0.284539815928804,0.00517775501187974,-0.00853819172394544,0.242903787955896,61.15,0
76136,0.904234773406646,-2.18161035797316,-1.57522064721063,-3.5431338033337,0.650772490660632,3.07879052216033,-0.88593102539013,0.694738625118382,0.981225315519718,-0.873428184033547,-0.265830596884713,0.558791869710988,0.291857390478243,0.0890237632303909,1.50243107973844,-2.24310553610804,-0.127249193907462,1.92451883427159,0.704854860235483,0.214549490842859,-0.231234370075251,-0.711885941145437,-0.34203971186049,1.01688750680176,0.674960703881371,-0.749636420760266,0.0560758173666962,0.0744896390579519,299.96,0
134945,2.01154574433274,-0.103228177672514,-3.05142683518108,-0.527116361734468,2.67725480110385,3.10994312823163,-0.34466194397938,0.777218339066443,0.557006121768073,-0.585781277348324,0.365823588532607,0.282807845823307,-0.307645397649856,-0.674036756660374,0.726834174769969,-0.0180540110033741,0.566469892842305,-0.232130041201238,-0.129273252179224,-0.129868964947208,-0.322845665035668,-0.895254457971947,0.308875831120184,0.560065687182701,-0.0828001486802076,-0.562759911220534,0.0218571639813125,-0.0279293028511239,9.98,0
81565,1.16273588203151,0.319724510335823,0.585554655100055,1.04363705690702,-0.362376884932244,-0.664499681307424,0.0668795395058116,-0.0944426692678699,-0.32546645437442,0.141594186723462,1.63322187267535,1.35048873142262,0.621561171803393,0.401822605257328,0.230334634604656,0.278798938796475,-0.692284957253517,0.1780840912492,-0.166582887463057,-0.0757116905322262,0.023355967517164,0.0753191285697644,-0.0211610349402603,0.549076077407754,0.506065182538399,-0.472167665901094,0.0221046642715787,0.0202985458153823,11.23,0
78025,-0.997028258825091,0.958202038972271,1.05829537979438,2.75692807892696,0.47617282885947,0.231814379385511,0.449766342752965,0.234389208928864,-1.28130018314225,1.54965697897146,1.20177926639926,-0.427195348144405,-1.4231498851509,0.770818277004133,0.79178314464865,-0.28933894985864,0.16610870650237,0.112341681573168,0.73366888912643,0.214576664166363,0.0158428390328361,0.19299541449992,0.0850012755288291,-0.0260237418513225,-0.0600189663717291,0.247157468335518,0.252314010782703,0.286970918021202,42.37,0
75706,-1.04251447082076,1.30934434646678,0.905169382385047,0.797086468022704,-0.221079201430638,-0.712849439733449,0.934446354836866,-0.230320477887135,-0.0132814328340995,0.621993480875675,-0.591415788024396,-0.571324954303328,-0.785005512250838,0.27843753611801,1.1723940212204,-0.315265479589508,-0.189769181049524,0.160925309827747,0.400654104235219,0.0310470782891056,0.0679210198580239,0.416939190100848,-0.0334243803027181,0.377534936404359,-0.172917146226856,-0.339989573255115,0.164517618078432,0.293641444799554,55.5,0
73865,-3.00343818594421,0.422984290483851,1.54745362387266,-0.682915196740787,-1.83803915581366,-0.694693696770988,-0.297139820232952,0.746168317905633,0.260092325837604,-0.652951348696939,-0.349551519626602,0.627828404119314,0.980258039675989,-0.103641184355346,1.05003596100576,1.21524840562794,-0.47610811656574,0.193270941111955,-1.09785996921991,-0.147257809220937,0.248422932450184,0.625020197518089,-0.460562506823343,0.839043487143449,0.136891675297961,0.983787824221832,-0.249239472279466,0.129633001033069,130,0
8603,-0.662248932647897,0.898858963560842,3.00628544521745,2.77436107746768,-0.678434739998983,0.321409243269717,0.1221669419077,0.166521369582044,0.694456447614251,-0.23653970153755,0.0698457792454682,-2.97731356267841,0.944488069482013,1.1333819831159,-0.809685260082852,0.16016175332951,0.750654812139268,0.336386442714762,-0.322077456102101,0.0554996695015345,-0.0963142288285949,-0.0511047599183506,0.0472462491282894,0.619830017691297,-0.242274715623243,-0.0231271963932501,0.08739696436328,0.125934044701317,65.15,0
155277,2.11552661348569,-0.839294751118706,-0.686410133967919,-0.532998423962908,-0.396209027581055,0.691232606047679,-1.04950340078824,0.194430078696233,-0.308841944378571,0.979211494398111,-0.0076559450901906,0.812337402615696,1.11302023710142,-0.228012450162301,-0.255302082257359,-0.685694455964777,-0.867452463121732,1.64349211579282,-0.370405917083409,-0.504798677645529,-0.565229961443975,-1.07731470677314,0.402918679867344,-0.257977173031233,-0.57258910899489,-0.0160981482213824,0.0108886967566467,-0.0443325686101334,9.99,0
117107,-1.36111176010052,-0.546092758986197,-1.42659235086737,-2.32405440054244,4.51756653129183,2.36440274163839,0.716048511596366,0.729858719910833,-0.755295455149844,-1.01246426556592,-0.418667553779371,-0.13151938026303,-0.633122960890942,0.691241240193467,-0.916156978985984,-0.310436210347291,-0.632672197158788,-0.831925872331842,-1.20616054027931,0.208788176045468,0.269238159364293,0.262345659737336,-0.136756675665054,0.764883289205796,0.778089177518953,0.673951108420473,-0.0906511379710435,0.0950080950067178,69.5,0
144307,1.98523138093971,0.588839440808065,-2.00266436174684,0.99149056651066,0.0626296110433268,-2.33161912916378,0.372363551652512,-0.449513653826258,0.498437392557114,-1.19052885636526,0.936927012114653,-0.117295487514623,-0.517408360193963,-2.41306602416495,1.04232759516703,0.526904034858424,2.11356576197316,1.02092741868268,-1.03242489061128,-0.204528855298111,0.15222461151504,0.621619447859845,0.0668422133220937,0.707324344589463,0.12740812652915,-0.156828844493164,0.0190684968331183,0.016161538920695,1,0
151492,-2.07008527590736,-0.71456914106259,1.5000747056795,0.274473681081504,0.739205619181339,-0.452861168857715,-0.693484139423343,0.717580080932204,-0.390060509410655,-0.894984840773094,0.523547737338626,1.0934615665881,0.603510707493251,0.440843988826881,0.399013903394117,0.0575515034531349,-0.262397742606507,0.655694848903696,1.37096173826142,0.539358364514415,0.0728625625207678,-0.465727526140163,-0.170873012594354,-0.400245392154926,0.254419888406196,-0.32873331603306,-0.0122574271965413,-0.238252890754128,43,0
33226,1.18590419369353,-0.428621965867216,0.11351498101038,0.251098957256308,-0.223863350777106,0.51045229579546,-0.391441203253578,0.0832758557141643,-1.36062852436632,0.938947274481387,0.672403355386574,0.796920253563752,1.16200024975183,0.185585332496941,0.358805789303805,-1.18528154466113,-0.550269617691789,1.50207204843353,-1.01824413360418,-0.357859576574703,-0.25460482099412,-0.329883912712104,-0.144597835136219,-0.832001771146967,0.508656409113867,-0.273144703657171,0.0524077029341329,0.0201574883971333,70,0
47138,1.16083466268106,-0.296438738079638,0.411008080256559,-0.20798203126512,-0.674636301258344,-0.503670988519353,-0.288232754364239,0.0231439556487975,0.24262815359105,-0.0505909912917651,1.07291177740961,0.486254586300171,-0.484526899861956,0.437297950071223,0.647946569064565,0.734810406452481,-0.700158107724373,0.269461351896999,0.430742112358314,0.0264833360809454,-0.078912570783244,-0.399050061522354,0.00393490384795484,0.0467048881710649,0.0923024450273202,0.903938896425127,-0.0889404470824299,0.00386128876447103,55.32,0
105158,2.43920748106102,-0.928242594620876,-2.7295734355214,-1.57481699381766,0.243216150193667,-1.0221067796385,-0.0950211128245743,-0.6425564928523,-0.682237800397616,1.38689564404866,-0.799606155234618,-4.13140476250972,1.28949748722346,1.80268026747409,-1.25616897051833,-1.19880049374453,1.28728856258173,0.217688779502652,0.0777640291916091,-0.477968575646185,-0.0869420301956544,0.453470798138926,-0.199481259958558,0.0121781259439776,0.720363652065809,0.273787058754756,-0.109918729706757,-0.093535330955942,30,0
707,0.105486746498028,0.958258273899267,0.32645556254533,0.853405333011128,1.14956117043362,0.422857169719916,0.79989354602445,-0.0222327171492427,-0.760845830026512,-0.0491907062292074,-1.27154169429936,0.225188325956416,1.36405392169104,0.201881436299608,1.25389397840193,-0.242475537217647,-0.429542917954439,-0.50796168159687,1.01831082258397,0.120701811443139,-0.306490321038358,-0.84124885225768,0.270273264040994,-1.36956019317725,-1.31239965352606,-0.819075345246057,0.289587818061373,0.248563767365251,25,0
162367,-0.819588956272328,-0.311637588016541,2.61792257819494,-1.67194670521602,-0.612174006618174,0.314075471088429,-0.695063455174255,0.359672420577797,-0.983935073189224,-0.0195206502411846,0.168618558609231,0.162323664105874,0.652519411575911,-0.493987086702556,0.105045746762682,-0.311706781472742,-0.97971870382959,2.49537156339273,-0.90439296783351,-0.301993116387104,-0.0830044174067425,0.126800292207827,-0.293521496488582,-0.397691089181288,0.144354631285676,0.739792985954276,0.0348833973356333,0.0625061191875319,16.67,0
37281,-0.652350059174146,-0.0983343199453041,2.33865042346252,0.359362131559726,-0.526417652229982,1.16440431428583,-0.425364015714901,0.565968161476417,-0.00931569111098526,-0.38581639517915,1.45968754709794,0.770733371110615,-0.217927541758717,-0.1151423634603,0.879019200566511,-0.962242375996629,0.892162883772313,-0.361342628330314,1.60548784002078,0.353226213944302,0.133667992928634,0.460891426556385,0.135524841233691,-0.208904922547572,-0.637460679497599,1.26156603447158,0.090395770586496,0.105679863092684,71.95,0
39922,1.36197939390463,-1.53419881324548,1.06272774136753,-1.25807773199456,-2.0487268355515,0.132019277530002,-1.69754905696193,0.240160760710932,-1.11638631659579,1.43550889539931,0.341475474286029,-0.622030516461036,-0.62184252111607,-0.570005365828122,-0.791820866811064,-0.138748810266861,0.419625270862893,0.786031734531542,0.326777842269627,-0.309679985338084,-0.202282470219001,-0.176913782265551,-0.00592887911812231,-0.0353355368650064,0.21278304617467,-0.19247827132218,0.0613126884120982,0.023071760346865,49.15,0
65167,-2.04165503906978,-0.90858711939627,0.717840511895268,1.43841534148187,1.15509348488399,-1.25683723142903,-0.440517806616805,0.517816925804184,-0.694161974022638,-0.448559770876542,-0.527625057003368,0.06835651416024,-0.179003303358347,0.877232581643616,1.34974995604027,-0.466875148930343,0.313410282292321,-0.185503106952899,0.0321121826780922,0.501259850976012,0.425551960047966,0.401613197280858,0.0161775971399016,0.0936674190203917,-0.321347649307126,-0.323510049841143,0.0813664215973885,-0.201120065924119,55.33,0
151286,0.0507323122146182,0.853931280689299,0.293282193995893,-0.58243989935008,0.372950484626697,-1.13894280064088,0.98595692263911,-0.188788397191232,0.00647080679547702,-0.399568237472249,-0.976117249156602,-0.0385057174285874,-0.328885351572279,0.179437572608528,-0.367338303338941,-0.0803766320771981,-0.386024162124509,-0.711048021481604,-0.0845048733516426,-0.0667943817898157,-0.265551822918293,-0.596834004368637,0.0686508350985656,0.0304599419901982,-0.502982221104879,0.138933771043361,0.245938746273196,0.0965160208942808,0.99,0
122917,0.0429183181136564,0.973769927954631,-1.07264099778949,0.963352061960481,1.53828716535788,-0.43981698127096,1.07457450340543,-1.40173825713282,-0.0685021251426562,0.634109732206851,-1.18755475921427,0.130102401910704,0.171465717145818,0.201742351555284,-0.532911933769751,-1.23186948356922,-0.0855740221685702,-0.35612429572528,0.679948554282495,-0.367675311504043,1.00323929707798,0.894466101614602,0.238946309102076,0.620942391983316,-1.562017346421,-0.74351048127491,0.0309882642776218,0.180747808394799,8.99,0
153123,1.76630822240523,-0.600017490069607,-1.4466637634603,0.498583175374657,-0.309624657476161,-1.2243367143305,0.312449147594987,-0.334372820179647,0.799450422617455,-0.0323344181268663,-0.853771239115352,-0.318657948502575,-1.10600150913894,0.737864692709163,0.973798835283701,-0.161444297698748,-0.390956151220157,0.0679752004980392,-0.367440361532498,-0.0178669456556938,0.343742111673159,0.764030279902843,-0.113069830558791,-0.000187349898043982,0.142021014325094,-0.110928731933753,-0.0496595407991301,-0.0341392149191058,153.77,0
